time(seconds),hFieldAvg,iFieldAvg,qFieldAvg,qcFieldAvg
59,01,9.902115469784134,9.902115469784134,0.35229360513737684,0.35229360513737684
59,02,9.902098966257691,9.902098966257691,0.35244654575019074,0.35244654575019074
59,03,9.902082462762118,9.902082462762118,0.3526014091906068,0.3526014091906068
59,04,9.902065959292248,9.902065959292248,0.3527566126305629,0.3527566126305629
59,05,9.902049455848786,9.902049455848786,0.35291197975913086,0.35291197975913086
59,06,9.902032952431874,9.902032952431874,0.35306802963314354,0.35306802963314354
59,07,9.902016449040543,9.902016449040543,0.3532239837651828,0.3532239837651828
59,08,9.901999945680542,9.901999945680542,0.3533796208513305,0.3533796208513305
59,09,9.901983442351302,9.901983442351302,0.3535344804218932,0.3535344804218932
59,10,9.90196693904118,9.90196693904118,0.3536889886669413,0.3536889886669413
59,11,9.901950435766565,9.901950435766565,0.3538433878307708,0.3538433878307708
59,12,9.901933932515867,9.901933932515867,0.3539975482730061,0.3539975482730061
59,13,9.901917429291583,9.901917429291583,0.3541515693319398,0.3541515693319398
59,14,9.901900926095545,9.901900926095545,0.35430688442122044,0.35430688442122044
59,15,9.901884422928278,9.901884422928278,0.3544626077151212,0.3544626077151212
59,16,9.901867919787003,9.901867919787003,0.3546176797290008,0.3546176797290008
59,17,9.901851416671875,9.901851416671875,0.3547729893465484,0.3547729893465484
59,18,9.90183491358766,9.90183491358766,0.3549284129982457,0.3549284129982457
59,19,9.901818410527296,9.901818410527296,0.35508444086599833,0.35508444086599833
59,20,9.901801907500104,9.901801907500104,0.3552407784155196,0.3552407784155196
59,21,9.901785404494394,9.901785404494394,0.35539665196279124,0.35539665196279124
59,22,9.901768901517535,9.901768901517535,0.35555230674748783,0.35555230674748783
59,23,9.901752398571253,9.901752398571253,0.35570750434057274,0.35570750434057274
59,24,9.90173589564916,9.90173589564916,0.35586230276305086,0.35586230276305086
59,25,9.90171939275753,9.90171939275753,0.3560169445518457,0.3560169445518457
59,26,9.901702889892489,9.901702889892489,0.3561710897648884,0.3561710897648884
59,27,9.90168638705311,9.90168638705311,0.3563242334071329,0.3563242334071329
59,28,9.901669884245097,9.901669884245097,0.356477952468849,0.356477952468849
59,29,9.901653381458566,9.901653381458566,0.35663254097394836,0.35663254097394836
59,30,9.901636878702655,9.901636878702655,0.3567870386316325,0.3567870386316325
59,31,9.901620375977505,9.901620375977505,0.3569421131066234,0.3569421131066234
59,32,9.90160387327684,9.90160387327684,0.35709692173502383,0.35709692173502383
59,33,9.901587370603938,9.901587370603938,0.3572514782490598,0.3572514782490598
59,34,9.901570867955384,9.901570867955384,0.3574068520538934,0.3574068520538934
59,35,9.9015543653377,9.9015543653377,0.35756209278810336,0.35756209278810336
59,36,9.901537862750665,9.901537862750665,0.3577169115402355,0.3577169115402355
59,37,9.90152136018512,9.90152136018512,0.357872772135454,0.357872772135454
59,38,9.901504857650902,9.901504857650902,0.3580292992343792,0.3580292992343792
59,39,9.901488355142417,9.901488355142417,0.3581854904752688,0.3581854904752688
59,40,9.90147185265988,9.90147185265988,0.35834188528668187,0.35834188528668187
59,41,9.901455350206573,9.901455350206573,0.35849875537016174,0.35849875537016174
59,42,9.901438847781096,9.901438847781096,0.3586547084916272,0.3586547084916272
59,43,9.901422345384995,9.901422345384995,0.35881069208565464,0.35881069208565464
59,44,9.901405843014587,9.901405843014587,0.35896639348374315,0.35896639348374315
59,45,9.901389340670027,9.901389340670027,0.35912234356201467,0.35912234356201467
59,46,9.901372838356796,9.901372838356796,0.3592786864387092,0.3592786864387092
59,47,9.901356336065186,9.901356336065186,0.3594341549667866,0.3594341549667866
59,48,9.901339833804094,9.901339833804094,0.3595887930370101,0.3595887930370101
59,49,9.901323331574318,9.901323331574318,0.35974344126409286,0.35974344126409286
59,50,9.90130682936799,9.90130682936799,0.3598985564157991,0.3598985564157991
59,51,9.901290327190464,9.901290327190464,0.3600541555155214,0.3600541555155214
59,52,9.901273825041038,9.901273825041038,0.3602100580978536,0.3602100580978536
59,53,9.901257322915656,9.901257322915656,0.3603668186806044,0.3603668186806044
59,54,9.901240820821599,9.901240820821599,0.36052389590134676,0.36052389590134676
59,55,9.901224318750835,9.901224318750835,0.36068043220353985,0.36068043220353985
59,56,9.901207816713383,9.901207816713383,0.360836731412576,0.360836731412576
59,57,9.901191314697835,9.901191314697835,0.3609937944192546,0.3609937944192546
59,58,9.901174812712485,9.901174812712485,0.36114974488174756,0.36114974488174756
59,59,9.901158310754024,9.901158310754024,0.36130602688121116,0.36130602688121116
59,60,9.901141808823894,9.901141808823894,0.36146239204063735,0.36146239204063735
59,61,9.901125306919605,9.901125306919605,0.3616195638528191,0.3616195638528191
59,62,9.901108805046531,9.901108805046531,0.36177694363846574,0.36177694363846574
59,63,9.901092303199857,9.901092303199857,0.36193561536503666,0.36193561536503666
59,64,9.901075801376516,9.901075801376516,0.3620945506648786,0.3620945506648786
59,65,9.901059299586422,9.901059299586422,0.3622517452177584,0.3622517452177584
59,66,9.901042797820706,9.901042797820706,0.36240891981772483,0.36240891981772483
59,67,9.901026296080335,9.901026296080335,0.3625645281432975,0.3625645281432975
59,68,9.901009794369271,9.901009794369271,0.3627201020369245,0.3627201020369245
59,69,9.90099329268656,9.90099329268656,0.3628763647449719,0.3628763647449719
59,70,9.900976791032027,9.900976791032027,0.3630331603601325,0.3630331603601325
59,71,9.900960289406378,9.900960289406378,0.3631890023411322,0.3631890023411322
59,72,9.900943787802328,9.900943787802328,0.36334583896584843,0.36334583896584843
59,73,9.900927286231292,9.900927286231292,0.36350254973037716,0.36350254973037716
59,74,9.900910784684154,9.900910784684154,0.36366022693556427,0.36366022693556427
59,75,9.900894283167883,9.900894283167883,0.3638180211921378,0.3638180211921378
59,76,9.900877781677764,9.900877781677764,0.3639757182023071,0.3639757182023071
59,77,9.900861280213634,9.900861280213634,0.3641326168257526,0.3641326168257526
59,78,9.900844778778284,9.900844778778284,0.36428891465335017,0.36428891465335017
59,79,9.900828277371774,9.900828277371774,0.36444494614993045,0.36444494614993045
59,80,9.900811775991109,9.900811775991109,0.36460252745487515,0.36460252745487515
59,81,9.900795274636254,9.900795274636254,0.36476129643923283,0.36476129643923283
59,82,9.900778773313204,9.900778773313204,0.3649198013000097,0.3649198013000097
59,83,9.900762272013003,9.900762272013003,0.3650778689699127,0.3650778689699127
59,84,9.900745770744576,9.900745770744576,0.3652360576075387,0.3652360576075387
59,85,9.90072926950143,9.90072926950143,0.36539344543280133,0.36539344543280133
59,86,9.900712768285286,9.900712768285286,0.3655504447025688,0.3655504447025688
59,87,9.900696267097354,9.900696267097354,0.3657066239041021,0.3657066239041021
59,88,9.900679765937642,9.900679765937642,0.3658623715025433,0.3658623715025433
59,89,9.900663264804928,9.900663264804928,0.36601930895346496,0.36601930895346496
59,90,9.900646763697345,9.900646763697345,0.3661762111081739,0.3661762111081739
59,91,9.90063026262124,9.90063026262124,0.366333422355278,0.366333422355278
59,92,9.900613761569021,9.900613761569021,0.3664909641652752,0.3664909641652752
59,93,9.90059726054802,9.90059726054802,0.3666492764210926,0.3666492764210926
59,94,9.900580759552824,9.900580759552824,0.36680659197711385,0.36680659197711385
59,95,9.900564258583474,9.900564258583474,0.3669638610929215,0.3669638610929215
59,96,9.90054775764293,9.90054775764293,0.3671211978892374,0.3671211978892374
59,97,9.900531256731238,9.900531256731238,0.36727977140870877,0.36727977140870877
59,98,9.90051475584546,9.90051475584546,0.36743752397016105,0.36743752397016105
59,99,9.900498254985271,9.900498254985271,0.3675964428759828,0.3675964428759828
60,00,9.90048175415715,9.90048175415715,0.36775430938690296,0.36775430938690296
60,01,9.90046525335218,9.90046525335218,0.3679123528181812,0.3679123528181812
60,02,9.90044875257811,9.90044875257811,0.36806948346954743,0.36806948346954743
60,03,9.900432251830338,9.900432251830338,0.3682275525465412,0.3682275525465412
60,04,9.900415751108381,9.900415751108381,0.36838545240125653,0.36838545240125653
60,05,9.900399250415825,9.900399250415825,0.3685422325784479,0.3685422325784479
60,06,9.900382749750918,9.900382749750918,0.36869930923614264,0.36869930923614264
60,07,9.90036624911494,9.90036624911494,0.36885712313569297,0.36885712313569297
60,08,9.900349748505251,9.900349748505251,0.36901532726105013,0.36901532726105013
60,09,9.900333247918997,9.900333247918997,0.36917389114002475,0.36917389114002475
60,10,9.900316747366366,9.900316747366366,0.36933260754165287,0.36933260754165287
60,11,9.900300246837773,9.900300246837773,0.36949124694591073,0.36949124694591073
60,12,9.900283746334987,9.900283746334987,0.36964907100496347,0.36964907100496347
60,13,9.900267245862823,9.900267245862823,0.3698072841832229,0.3698072841832229
60,14,9.900250745417202,9.900250745417202,0.3699635992398478,0.3699635992398478
60,15,9.90023424499788,9.90023424499788,0.3701210147558531,0.3701210147558531
60,16,9.900217744609169,9.900217744609169,0.3702780397436032,0.3702780397436032
60,17,9.90020124424702,9.90020124424702,0.3704362332349353,0.3704362332349353
60,18,9.900184743910563,9.900184743910563,0.37059448029911807,0.37059448029911807
60,19,9.900168243605325,9.900168243605325,0.3707531667650753,0.3707531667650753
60,20,9.90015174332171,9.90015174332171,0.37091179563645044,0.37091179563645044
60,21,9.900135243068718,9.900135243068718,0.37107139385113524,0.37107139385113524
60,22,9.90011874284645,9.90011874284645,0.37123041605471446,0.37123041605471446
60,23,9.900102242648257,9.900102242648257,0.3713885807960192,0.3713885807960192
60,24,9.900085742478696,9.900085742478696,0.37154785084140624,0.37154785084140624
60,25,9.900069242332606,9.900069242332606,0.37170721894236214,0.37170721894236214
60,26,9.900052742217724,9.900052742217724,0.3718670520535553,0.3718670520535553
60,27,9.90003624213177,9.90003624213177,0.3720261311297488,0.3720261311297488
60,28,9.90001974206855,9.90001974206855,0.3721858457582458,0.3721858457582458
60,29,9.900003242034726,9.900003242034726,0.37234517758970137,0.37234517758970137
60,30,9.89998674203164,9.89998674203164,0.37250438228459404,0.37250438228459404
60,31,9.899970242054849,9.899970242054849,0.37266278077567977,0.37266278077567977
60,32,9.89995374210404,9.89995374210404,0.37282182115339546,0.37282182115339546
60,33,9.8999372421813,9.8999372421813,0.37297972332819973,0.37297972332819973
60,34,9.89992074228571,9.89992074228571,0.3731369569563202,0.3731369569563202
60,35,9.899904242415674,9.899904242415674,0.3732952707483887,0.3732952707483887
60,36,9.89988774257654,9.89988774257654,0.3734536068894882,0.3734536068894882
60,37,9.899871242761305,9.899871242761305,0.37361201778239445,0.37361201778239445
60,38,9.899854742979795,9.899854742979795,0.3737699651773386,0.3737699651773386
60,39,9.899838243219177,9.899838243219177,0.37392716171928553,0.37392716171928553
60,40,9.899821743489206,9.899821743489206,0.3740846427691264,0.3740846427691264
60,41,9.899805243785792,9.899805243785792,0.37424255323711925,0.37424255323711925
60,42,9.899788744111037,9.899788744111037,0.3744012195276614,0.3744012195276614
60,43,9.899772244462833,9.899772244462833,0.37456108645241415,0.37456108645241415
60,44,9.899755744844684,9.899755744844684,0.37472188187973954,0.37472188187973954
60,45,9.899739245248592,9.899739245248592,0.37488182984688817,0.37488182984688817
60,46,9.899722745685661,9.899722745685661,0.3750419926740982,0.3750419926740982
60,47,9.899706246146053,9.899706246146053,0.3752019966371948,0.3752019966371948
60,48,9.899689746637737,9.899689746637737,0.37536300861752614,0.37536300861752614
60,49,9.899673247155752,9.899673247155752,0.37552313659493036,0.37552313659493036
60,50,9.899656747699725,9.899656747699725,0.3756823178274229,0.3756823178274229
60,51,9.899640248272355,9.899640248272355,0.37584207904314576,0.37584207904314576
60,52,9.899623748871543,9.899623748871543,0.3760016206250759,0.3760016206250759
60,53,9.899607249495864,9.899607249495864,0.37616184841161193,0.37616184841161193
60,54,9.89959075015211,9.89959075015211,0.37632089344181496,0.37632089344181496
60,55,9.899574250831646,9.899574250831646,0.3764790532812149,0.3764790532812149
60,56,9.899557751544915,9.899557751544915,0.3766370390011261,0.3766370390011261
60,57,9.899541252279102,9.899541252279102,0.3767957891102839,0.3767957891102839
60,58,9.899524753044025,9.899524753044025,0.376954581786705,0.376954581786705
60,59,9.899508253835835,9.899508253835835,0.3771137275942527,0.3771137275942527
60,60,9.899491754655434,9.899491754655434,0.37727319071469784,0.37727319071469784
60,61,9.899475255502018,9.899475255502018,0.3774321006008937,0.3774321006008937
60,62,9.89945875637909,9.89945875637909,0.3775917800903475,0.3775917800903475
60,63,9.899442257282123,9.899442257282123,0.3777516679349523,0.3777516679349523
60,64,9.899425758209194,9.899425758209194,0.37791231488444915,0.37791231488444915
60,65,9.899409259164967,9.899409259164967,0.37807155016215443,0.37807155016215443
60,66,9.899392760153836,9.899392760153836,0.3782303196030385,0.3782303196030385
60,67,9.899376261164374,9.899376261164374,0.3783912672463138,0.3783912672463138
60,68,9.899359762202968,9.899359762202968,0.37855210071702916,0.37855210071702916
60,69,9.899343263270561,9.899343263270561,0.37871255983617164,0.37871255983617164
60,70,9.899326764366327,9.899326764366327,0.3788725673211334,0.3788725673211334
60,71,9.899310265488538,9.899310265488538,0.3790325364141793,0.3790325364141793
60,72,9.899293766634637,9.899293766634637,0.37919314409103827,0.37919314409103827
60,73,9.899277267813897,9.899277267813897,0.3793527513670965,0.3793527513670965
60,74,9.899260769017028,9.899260769017028,0.3795139196864414,0.3795139196864414
60,75,9.899244270248541,9.899244270248541,0.379674509675848,0.379674509675848
60,76,9.89922777151123,9.89922777151123,0.3798357338424956,0.3798357338424956
60,77,9.899211272797366,9.899211272797366,0.3799974020514644,0.3799974020514644
60,78,9.899194774112198,9.899194774112198,0.38015964827043247,0.38015964827043247
60,79,9.899178275455384,9.899178275455384,0.38032183446970574,0.38032183446970574
60,80,9.89916177682247,9.89916177682247,0.380484540361323,0.380484540361323
60,81,9.899145278220882,9.899145278220882,0.38064636081718767,0.38064636081718767
60,82,9.899128779642721,9.899128779642721,0.38080784268577567,0.38080784268577567
60,83,9.89911228109759,9.89911228109759,0.3809691659134929,0.3809691659134929
60,84,9.899095782574541,9.899095782574541,0.38113036155981095,0.38113036155981095
60,85,9.899079284081656,9.899079284081656,0.3812908418050171,0.3812908418050171
60,86,9.899062785615778,9.899062785615778,0.3814527393981811,0.3814527393981811
60,87,9.899046287177995,9.899046287177995,0.38161441568968196,0.38161441568968196
60,88,9.899029788768566,9.899029788768566,0.38177623661744226,0.38177623661744226
60,89,9.899013290385554,9.899013290385554,0.3819377512535463,0.3819377512535463
60,90,9.89899679203149,9.89899679203149,0.38209919248225,0.38209919248225
60,91,9.898980293700612,9.898980293700612,0.3822607172477101,0.3822607172477101
60,92,9.89896379540343,9.89896379540343,0.3824228716318031,0.3824228716318031
60,93,9.898947297129721,9.898947297129721,0.3825857037736881,0.3825857037736881
60,94,9.8989307988823,9.8989307988823,0.3827483259866716,0.3827483259866716
60,95,9.898914300665616,9.898914300665616,0.3829104067051851,0.3829104067051851
60,96,9.898897802472966,9.898897802472966,0.3830725486400982,0.3830725486400982
60,97,9.898881304310931,9.898881304310931,0.3832342985383076,0.3832342985383076
60,98,9.898864806177704,9.898864806177704,0.383396396262843,0.383396396262843
60,99,9.898848308070884,9.898848308070884,0.3835592740251561,0.3835592740251561
61,00,9.89883180998739,9.89883180998739,0.38372186839086103,0.38372186839086103
61,01,9.89881531193286,9.89881531193286,0.3838840545753635,0.3838840545753635
61,02,9.898798813911306,9.898798813911306,0.38404651542798135,0.38404651542798135
61,03,9.89878231591139,9.89878231591139,0.3842087356577259,0.3842087356577259
61,04,9.89876581793972,9.89876581793972,0.3843710565678182,0.3843710565678182
61,05,9.898749319996854,9.898749319996854,0.3845329741283979,0.3845329741283979
61,06,9.898732822082806,9.898732822082806,0.3846948559829519,0.3846948559829519
61,07,9.898716324194563,9.898716324194563,0.3848576760591797,0.3848576760591797
61,08,9.898699826332619,9.898699826332619,0.3850212168850473,0.3850212168850473
61,09,9.898683328501576,9.898683328501576,0.38518418996097226,0.38518418996097226
61,10,9.898666830694282,9.898666830694282,0.38534600545239794,0.38534600545239794
61,11,9.898650332917864,9.898650332917864,0.3855082886972549,0.3855082886972549
61,12,9.898633835167628,9.898633835167628,0.3856711207476801,0.3856711207476801
61,13,9.898617337443303,9.898617337443303,0.3858337892690211,0.3858337892690211
61,14,9.898600839747834,9.898600839747834,0.38599570236559627,0.38599570236559627
61,15,9.898584342081204,9.898584342081204,0.386157383517391,0.386157383517391
61,16,9.898567844440347,9.898567844440347,0.38632052188569094,0.38632052188569094
61,17,9.898551346825336,9.898551346825336,0.3864847487071142,0.3864847487071142
61,18,9.898534849242138,9.898534849242138,0.3866493759924902,0.3866493759924902
61,19,9.898518351681775,9.898518351681775,0.38681341535277536,0.38681341535277536
61,20,9.898501854153222,9.898501854153222,0.3869760034447451,0.3869760034447451
61,21,9.898485356650482,9.898485356650482,0.38713831627193906,0.38713831627193906
61,22,9.898468859173589,9.898468859173589,0.38730145412200756,0.38730145412200756
61,23,9.898452361725502,9.898452361725502,0.3874643493337387,0.3874643493337387
61,24,9.898435864306222,9.898435864306222,0.3876268861871845,0.3876268861871845
61,25,9.898419366912785,9.898419366912785,0.3877890457593591,0.3877890457593591
61,26,9.898402869545167,9.898402869545167,0.38795189542813235,0.38795189542813235
61,27,9.898386372209346,9.898386372209346,0.38811479694755296,0.38811479694755296
61,28,9.898369874896376,9.898369874896376,0.38827917356777364,0.38827917356777364
61,29,9.898353377615207,9.898353377615207,0.38844379710489946,0.38844379710489946
61,30,9.898336880359862,9.898336880359862,0.3886080003746135,0.3886080003746135
61,31,9.898320383130343,9.898320383130343,0.3887726477360894,0.3887726477360894
61,32,9.898303885929641,9.898303885929641,0.38893802900596414,0.38893802900596414
61,33,9.89828738875779,9.89828738875779,0.38910355008153735,0.38910355008153735
61,34,9.898270891611851,9.898270891611851,0.3892685403374225,0.3892685403374225
61,35,9.898254394491504,9.898254394491504,0.38943382893520695,0.38943382893520695
61,36,9.898237897403076,9.898237897403076,0.38959852656882504,0.38959852656882504
61,37,9.898221400338086,9.898221400338086,0.3897633175952594,0.3897633175952594
61,38,9.898204903303855,9.898204903303855,0.389929117790789,0.389929117790789
61,39,9.898188406295887,9.898188406295887,0.3900954552508968,0.3900954552508968
61,40,9.898171909313762,9.898171909313762,0.39026121739683545,0.39026121739683545
61,41,9.89815541236045,9.89815541236045,0.39042575020082576,0.39042575020082576
61,42,9.898138915435977,9.898138915435977,0.39058983924828383,0.39058983924828383
61,43,9.898122418539689,9.898122418539689,0.39075343540497465,0.39075343540497465
61,44,9.898105921665062,9.898105921665062,0.39091728337852294,0.39091728337852294
61,45,9.898089424823416,9.898089424823416,0.3910810455254561,0.3910810455254561
61,46,9.898072928005856,9.898072928005856,0.3912456322692031,0.3912456322692031
61,47,9.898056431221379,9.898056431221379,0.39141040547154915,0.39141040547154915
61,48,9.898039934458284,9.898039934458284,0.3915753167230928,0.3915753167230928
61,49,9.898023437724143,9.898023437724143,0.39174032317212565,0.39174032317212565
61,50,9.898006941018359,9.898006941018359,0.3919050318331977,0.3919050318331977
61,51,9.897990444340676,9.897990444340676,0.3920684537275555,0.3920684537275555
61,52,9.897973947692366,9.897973947692366,0.39223192680612967,0.39223192680612967
61,53,9.897957451069447,9.897957451069447,0.3923951689943095,0.3923951689943095
61,54,9.897940954470878,9.897940954470878,0.3925584720454566,0.3925584720454566
61,55,9.897924457905008,9.897924457905008,0.3927224973310909,0.3927224973310909
61,56,9.897907961363611,9.897907961363611,0.3928861693601985,0.3928861693601985
61,57,9.897891464848039,9.897891464848039,0.3930500582748618,0.3930500582748618
61,58,9.89787496836309,9.89787496836309,0.39321499582025965,0.39321499582025965
61,59,9.897858471904549,9.897858471904549,0.39338001028624475,0.39338001028624475
61,60,9.89784197547485,9.89784197547485,0.39354510220544997,0.39354510220544997
61,61,9.89782547907096,9.89782547907096,0.3937102824470708,0.3937102824470708
61,62,9.897808982696025,9.897808982696025,0.39387580750463297,0.39387580750463297
61,63,9.89779248634679,9.89779248634679,0.3940417799044474,0.3940417799044474
61,64,9.897775990028727,9.897775990028727,0.39420646164335205,0.39420646164335205
61,65,9.897759493732334,9.897759493732334,0.3943726219382127,0.3943726219382127
61,66,9.897742997466564,9.897742997466564,0.3945388951158193,0.3945388951158193
61,67,9.897726501231508,9.897726501231508,0.3947060041320106,0.3947060041320106
61,68,9.897710005020386,9.897710005020386,0.39487242917350107,0.39487242917350107
61,69,9.89769350883327,9.89769350883327,0.39503866428508483,0.39503866428508483
61,70,9.897677012679171,9.897677012679171,0.39520494502497394,0.39520494502497394
61,71,9.89766051655162,9.89766051655162,0.3953701166386458,0.3953701166386458
61,72,9.897644020452136,9.897644020452136,0.3955353188435126,0.3955353188435126
61,73,9.897627524376729,9.897627524376729,0.3956997658409913,0.3956997658409913
61,74,9.897611028329527,9.897611028329527,0.3958657109540174,0.3958657109540174
61,75,9.897594532313645,9.897594532313645,0.39603210698321695,0.39603210698321695
61,76,9.897578036321667,9.897578036321667,0.3961982624281131,0.3961982624281131
61,77,9.897561540360304,9.897561540360304,0.39636412479436567,0.39636412479436567
61,78,9.897545044422966,9.897545044422966,0.396529755818379,0.396529755818379
61,79,9.897528548511485,9.897528548511485,0.3966944687879314,0.3966944687879314
61,80,9.89751205263117,9.89751205263117,0.39685998154997043,0.39685998154997043
61,81,9.897495556781625,9.897495556781625,0.39702453056292514,0.39702453056292514
61,82,9.897479060951191,9.897479060951191,0.3971886980740328,0.3971886980740328
61,83,9.89746256515629,9.89746256515629,0.3973535554372193,0.3973535554372193
61,84,9.897446069385287,9.897446069385287,0.39751899551554765,0.39751899551554765
61,85,9.897429573640691,9.897429573640691,0.3976851743723566,0.3976851743723566
61,86,9.897413077924304,9.897413077924304,0.3978506690005951,0.3978506690005951
61,87,9.897396582236908,9.897396582236908,0.39801652245884606,0.39801652245884606
61,88,9.897380086577577,9.897380086577577,0.39818258384785543,0.39818258384785543
61,89,9.897363590939886,9.897363590939886,0.398348783711762,0.398348783711762
61,90,9.897347095335206,9.897347095335206,0.39851496916428425,0.39851496916428425
61,91,9.897330599759446,9.897330599759446,0.3986806651561981,0.3986806651561981
61,92,9.89731410420762,9.89731410420762,0.39884658031581804,0.39884658031581804
61,93,9.897297608681596,9.897297608681596,0.39901265723687596,0.39901265723687596
61,94,9.897281113186217,9.897281113186217,0.39917800169274703,0.39917800169274703
61,95,9.89726461771737,9.89726461771737,0.399343544870391,0.399343544870391
61,96,9.897248122277208,9.897248122277208,0.3995076162679464,0.3995076162679464
61,97,9.897231626863004,9.897231626863004,0.3996721988576319,0.3996721988576319
61,98,9.897215131479872,9.897215131479872,0.3998372811857427,0.3998372811857427
61,99,9.897198636117809,9.897198636117809,0.4000019211681231,0.4000019211681231
62,00,9.89718214078943,9.89718214078943,0.4001657595772934,0.4001657595772934
62,01,9.897165645482584,9.897165645482584,0.40033027908777763,0.40033027908777763
62,02,9.897149150206385,9.897149150206385,0.4004943933860701,0.4004943933860701
62,03,9.89713265496087,9.89713265496087,0.400659769136037,0.400659769136037
62,04,9.897116159739888,9.897116159739888,0.4008258752172769,0.4008258752172769
62,05,9.89709966454663,9.89709966454663,0.4009919120024146,0.4009919120024146
62,06,9.897083169377753,9.897083169377753,0.40115675186779326,0.40115675186779326
62,07,9.897066674239172,9.897066674239172,0.40132310496262763,0.40132310496262763
62,08,9.897050179129973,9.897050179129973,0.4014893518692026,0.4014893518692026
62,09,9.89703368404396,9.89703368404396,0.4016551844684565,0.4016551844684565
62,10,9.897017188991217,9.897017188991217,0.4018197476350903,0.4018197476350903
62,11,9.897000693962516,9.897000693962516,0.4019862984730169,0.4019862984730169
62,12,9.896984198960107,9.896984198960107,0.40215304334046587,0.40215304334046587
62,13,9.89696770398587,9.89696770398587,0.4023200135690226,0.4023200135690226
62,14,9.896951209040633,9.896951209040633,0.40248644748668416,0.40248644748668416
62,15,9.896934714123454,9.896934714123454,0.40265276820014967,0.40265276820014967
62,16,9.896918219227953,9.896918219227953,0.4028187630313403,0.4028187630313403
62,17,9.896901724365534,9.896901724365534,0.40298497010538065,0.40298497010538065
62,18,9.89688522953182,9.89688522953182,0.40315062795025686,0.40315062795025686
62,19,9.896868734722148,9.896868734722148,0.40331581312416187,0.40331581312416187
62,20,9.896852239938422,9.896852239938422,0.4034812444034214,0.4034812444034214
62,21,9.896835745185205,9.896835745185205,0.4036474288867518,0.4036474288867518
62,22,9.89681925045896,9.89681925045896,0.40381374863055647,0.40381374863055647
62,23,9.896802755760506,9.896802755760506,0.40397918217932977,0.40397918217932977
62,24,9.896786261088904,9.896786261088904,0.40414478064957277,0.40414478064957277
62,25,9.896769766447507,9.896769766447507,0.4043114160759357,0.4043114160759357
62,26,9.89675327182816,9.89675327182816,0.40447859517848594,0.40447859517848594
62,27,9.89673677724197,9.89673677724197,0.4046460832429153,0.4046460832429153
62,28,9.896720282679086,9.896720282679086,0.4048135643835734,0.4048135643835734
62,29,9.896703788147546,9.896703788147546,0.4049810625393485,0.4049810625393485
62,30,9.896687293642279,9.896687293642279,0.40514827079313764,0.40514827079313764
62,31,9.896670799162852,9.896670799162852,0.405316883311317,0.405316883311317
62,32,9.896654304709974,9.896654304709974,0.4054848105560865,0.4054848105560865
62,33,9.896637810287713,9.896637810287713,0.40565159235676873,0.40565159235676873
62,34,9.8966213158892,9.8966213158892,0.40581776267627634,0.40581776267627634
62,35,9.896604821522185,9.896604821522185,0.4059842180812793,0.4059842180812793
62,36,9.896588327177874,9.896588327177874,0.4061509086693447,0.4061509086693447
62,37,9.896571832867881,9.896571832867881,0.4063181034599214,0.4063181034599214
62,38,9.89655533857878,9.89655533857878,0.40648539288051927,0.40648539288051927
62,39,9.896538844318526,9.896538844318526,0.40665305404394786,0.40665305404394786
62,40,9.896522350086624,9.896522350086624,0.4068216500447991,0.4068216500447991
62,41,9.896505855883388,9.896505855883388,0.4069901777092364,0.4069901777092364
62,42,9.896489361708516,9.896489361708516,0.40715836352027573,0.40715836352027573
62,43,9.896472867560044,9.896472867560044,0.40732687684909635,0.40732687684909635
62,44,9.896456373437307,9.896456373437307,0.40749512780372776,0.40749512780372776
62,45,9.89643987934574,9.89643987934574,0.40766367696363737,0.40766367696363737
62,46,9.89642338527596,9.89642338527596,0.4078316736046292,0.4078316736046292
62,47,9.896406891236651,9.896406891236651,0.40799863097388167,0.40799863097388167
62,48,9.896390397228693,9.896390397228693,0.4081669029344191,0.4081669029344191
62,49,9.896373903244033,9.896373903244033,0.4083336452301975,0.4083336452301975
62,50,9.896357409287731,9.896357409287731,0.4085010147512764,0.4085010147512764
62,51,9.896340915355921,9.896340915355921,0.4086688989997113,0.4086688989997113
62,52,9.896324421454716,9.896324421454716,0.40883650509419905,0.40883650509419905
62,53,9.89630792758425,9.89630792758425,0.4090043782106382,0.4090043782106382
62,54,9.896291433735303,9.896291433735303,0.40917305739424187,0.40917305739424187
62,55,9.89627493991767,9.89627493991767,0.4093414837301625,0.4093414837301625
62,56,9.896258446125783,9.896258446125783,0.4095098725236372,0.4095098725236372
62,57,9.896241952359805,9.896241952359805,0.4096786949311018,0.4096786949311018
62,58,9.89622545862313,9.89622545862313,0.409846738784083,0.409846738784083
62,59,9.896208964914209,9.896208964914209,0.410014861728114,0.410014861728114
62,60,9.896192471234581,9.896192471234581,0.4101820774129515,0.4101820774129515
62,61,9.896175977580876,9.896175977580876,0.4103509268943537,0.4103509268943537
62,62,9.896159483950507,9.896159483950507,0.4105196644853532,0.4105196644853532
62,63,9.896142990353857,9.896142990353857,0.4106876072459956,0.4106876072459956
62,64,9.896126496781102,9.896126496781102,0.41085540186557673,0.41085540186557673
62,65,9.89611000323656,9.89611000323656,0.41102385580336476,0.41102385580336476
62,66,9.896093509722915,9.896093509722915,0.4111923081796558,0.4111923081796558
62,67,9.896077016233022,9.896077016233022,0.41135903434571747,0.41135903434571747
62,68,9.896060522771936,9.896060522771936,0.41152590222792035,0.41152590222792035
